,Page,Country,ORES_predicted_class,Region,Region Population mid-2018 (millions),Population mid-2018 (millions)
415,Viktor Magnus von Born,Finland,Stub,EUROPE,746,5.5
416,Lennart Byman,Finland,Stub,EUROPE,746,5.5
417,Hamid Khan Achakzai,Pakistan,Stub,ASIA,"4,536",200.6
418,Johan Helo,Finland,Stub,EUROPE,746,5.5
419,Gunnar Henriksson,Finland,Stub,EUROPE,746,5.5
420,Cecilia Soria,Argentina,Stub,LATIN AMERICA AND THE CARIBBEAN,649,44.5
421,Francisco de Arango y Parreño,Cuba,Start,LATIN AMERICA AND THE CARIBBEAN,649,11.1
422,Tian Xiangli,China,Stub,ASIA,"4,536","1,393.8"
423,Ridha Charfeddine,Tunisia,Stub,AFRICA,"1,284",11.6
424,Tjapko Poppens,Netherlands,Stub,EUROPE,746,17.2
425,Pradip Kumar Gyawali,Nepal,Start,ASIA,"4,536",29.7
426,Thierry Poyet,Monaco,Stub,EUROPE,746,0.04
427,Eric Elena,Monaco,Stub,EUROPE,746,0.04
428,Kalikst Witkowski,Poland,Stub,EUROPE,746,38.4
429,Nikos Markatos,Greece,Start,EUROPE,746,10.6
430,Dobrilo Dedeić,Montenegro,Stub,EUROPE,746,0.6
431,Navin Patel,Fiji,Stub,OCEANIA,41,0.9
432,Christopher Nwankwo,Nigeria,Stub,AFRICA,"1,284",195.9
433,Electoral history of Atal Bihari Vajpayee,India,Stub,ASIA,"4,536","1,371.3"
434,Khanzahi,Iran,Stub,ASIA,"4,536",81.6
435,Palden Tsering Gyamtso,India,Stub,ASIA,"4,536","1,371.3"
436,Soledad Sosa,Argentina,Stub,LATIN AMERICA AND THE CARIBBEAN,649,44.5
437,Shafi U Ahmed,Bangladesh,Stub,ASIA,"4,536",166.4
438,Omar Benjelloun,Morocco,Stub,AFRICA,"1,284",35.2
439,Fernão Martins da Fonseca Coutinho,Portugal,Stub,EUROPE,746,10.3
440,Jean-François Robillon,Monaco,Start,EUROPE,746,0.04
441,Lhatu Wangchuk,Bhutan,Stub,ASIA,"4,536",0.8
442,Tek Bahadur Gurung,Nepal,Start,ASIA,"4,536",29.7
443,Mohammad Sultan,Bangladesh,Start,ASIA,"4,536",166.4
444,Gaya Prasad,India,Stub,ASIA,"4,536","1,371.3"
445,Political Bureau of the Central Committee of FRELIMO,Mozambique,Stub,AFRICA,"1,284",30.5
446,Old Men Forget,United Kingdom,Stub,EUROPE,746,66.4
447,Satini Manuella,Tuvalu,Stub,OCEANIA,41,0.01
448,S. Ganesan,India,Stub,ASIA,"4,536","1,371.3"
449,"Rhinoceros Party of Canada candidates, 1980 Canadian federal election",Canada,Stub,NORTHERN AMERICA,365,37.2
450,"Salvador Bermúdez de Castro, 2nd Duke of Ripalda",Spain,Start,EUROPE,746,46.7
451,Rameshwor Phuyal,Nepal,Stub,ASIA,"4,536",29.7
452,Rishi Kattel,Nepal,Stub,ASIA,"4,536",29.7
453,Peter Arnold (politician),Australia,Stub,OCEANIA,41,24.1
454,Sushila Chaudhary,Nepal,Stub,ASIA,"4,536",29.7
455,Mahendra Dhoj G.C.,Nepal,Stub,ASIA,"4,536",29.7
456,Sher Bahadur Tamang,Nepal,Stub,ASIA,"4,536",29.7
457,Hari Bahadur Khadka,Nepal,Stub,ASIA,"4,536",29.7
458,Tirtha Bahadur Lama,Nepal,Stub,ASIA,"4,536",29.7
459,Vishwendraman Pashwan,Nepal,Stub,ASIA,"4,536",29.7
460,Tuluram Rajbanshi,Nepal,Stub,ASIA,"4,536",29.7
461,Hari Lal Joshi,Nepal,Stub,ASIA,"4,536",29.7
462,Arjun Jang Bahadur Singh,Nepal,Stub,ASIA,"4,536",29.7
463,Prem Lal Singh,Nepal,Stub,ASIA,"4,536",29.7
464,Sebaki Devi Das Tatma,Nepal,Stub,ASIA,"4,536",29.7
465,Chandra Bahadur Gurung,Nepal,Stub,ASIA,"4,536",29.7
466,Krishna Das Shrestha,Nepal,Stub,ASIA,"4,536",29.7
467,Om Prakash Yadav Gulzari,Nepal,Stub,ASIA,"4,536",29.7
468,Omprakash Yadav,Nepal,Stub,ASIA,"4,536",29.7
469,Hari Parajuli,Nepal,Stub,ASIA,"4,536",29.7
470,Ishwar Dayal Mishra,Nepal,Stub,ASIA,"4,536",29.7
471,Sher Dhan Rai,Nepal,Stub,ASIA,"4,536",29.7
472,Bhim Bahadur Tamang,Nepal,Start,ASIA,"4,536",29.7
473,Bedanand Jha,Nepal,Stub,ASIA,"4,536",29.7
474,Mohan Prasad Pandey,Nepal,Stub,ASIA,"4,536",29.7
475,Shekha Nath Adhikari,Nepal,Stub,ASIA,"4,536",29.7
476,Dev Raj Joshi,Nepal,Stub,ASIA,"4,536",29.7
477,Tarinee Datt Chataut,Nepal,Stub,ASIA,"4,536",29.7
478,Rabindra Nath Sharma,Nepal,Stub,ASIA,"4,536",29.7
479,Tek Bahadur Chokhyal,Nepal,Stub,ASIA,"4,536",29.7
480,Dip Kumar Upadhaya (Lamichhane),Nepal,Stub,ASIA,"4,536",29.7
481,Brijesh Kumar Gupta,Nepal,Stub,ASIA,"4,536",29.7
482,Harka Bahadur Singh,Nepal,Stub,ASIA,"4,536",29.7
484,Mohammad Estiyak Rai,Nepal,Stub,ASIA,"4,536",29.7
485,Rameshwor Prasad Dhungel,Nepal,Stub,ASIA,"4,536",29.7
486,Parbati Chaudhary,Nepal,Stub,ASIA,"4,536",29.7
487,Ram Hari Subedi,Nepal,Stub,ASIA,"4,536",29.7
488,Malabar Singh Thapa,Nepal,Stub,ASIA,"4,536",29.7
489,Yagya Bahadur Basnyat,Nepal,Stub,ASIA,"4,536",29.7
490,Narayan Singh Pun,Nepal,Stub,ASIA,"4,536",29.7
491,Ram Ayodhya Prasad Yadav,Nepal,Stub,ASIA,"4,536",29.7
492,Ramnath Dhakal,Nepal,Stub,ASIA,"4,536",29.7
493,Sher Bahadur Kunwor,Nepal,Stub,ASIA,"4,536",29.7
494,Ram Bir Manandhar,Nepal,Stub,ASIA,"4,536",29.7
495,Radhe Chandra Yadav,Nepal,Stub,ASIA,"4,536",29.7
496,Til Kumar Menyangbo Limbu,Nepal,Stub,ASIA,"4,536",29.7
497,Tirtha Ram Dangol,Nepal,Stub,ASIA,"4,536",29.7
498,Rajendra Kumar KC,Nepal,Stub,ASIA,"4,536",29.7
499,Lekh Nath Neupane,Nepal,Stub,ASIA,"4,536",29.7
500,Frank Lark,New Zealand,Start,OCEANIA,41,4.9
501,Dorji Namgyal,Bhutan,Stub,ASIA,"4,536",0.8
502,Ugyen Tshering,Bhutan,Stub,ASIA,"4,536",0.8
503,Ibrahim Didi,Maldives,Stub,ASIA,"4,536",0.4
504,Ibrahim Saleem,Maldives,Start,ASIA,"4,536",0.4
505,Mohamed Munavvar,Maldives,Start,ASIA,"4,536",0.4
506,Mohamed Zahir Hussain,Maldives,Stub,ASIA,"4,536",0.4
507,Azima Shukoor,Maldives,Stub,ASIA,"4,536",0.4
508,Mohamed bin Hajj Ali Thukkala,Maldives,Stub,ASIA,"4,536",0.4
509,Mahmood Razi,Maldives,Stub,ASIA,"4,536",0.4
511,Kumaraswamy Nandagopan,Sri Lanka,Stub,ASIA,"4,536",21.7
512,V. Sivayogan,Sri Lanka,Stub,ASIA,"4,536",21.7
513,P. Ariyaratnam,Sri Lanka,Stub,ASIA,"4,536",21.7
514,V. Edirmannasingham,Sri Lanka,Stub,ASIA,"4,536",21.7
515,K. Vignarajah,Sri Lanka,Stub,ASIA,"4,536",21.7
516,M. Manickam,Sri Lanka,Stub,ASIA,"4,536",21.7
517,S. R. P. Sraiva,Sri Lanka,Stub,ASIA,"4,536",21.7
518,Štefan Osuský,Slovakia,C,EUROPE,746,5.4
519,Elżbieta Branicka,Poland,Stub,EUROPE,746,38.4
520,S. Pasupathipillai,Sri Lanka,Stub,ASIA,"4,536",21.7
521,Ananda Kumarasiri,Sri Lanka,Stub,ASIA,"4,536",21.7
522,Manuel Martin (conquistador),Spain,Stub,EUROPE,746,46.7
523,Thein Tun,Myanmar,Stub,ASIA,"4,536",53.9
524,Khin Yi,Myanmar,Stub,ASIA,"4,536",53.9
525,Win Aung,Myanmar,Start,ASIA,"4,536",53.9
526,Sao Seng Suk,Myanmar,Stub,ASIA,"4,536",53.9
527,Maung Oo,Myanmar,Start,ASIA,"4,536",53.9
528,Nai Htaw Sorn,Myanmar,Start,ASIA,"4,536",53.9
529,Sein Myint,Myanmar,Stub,ASIA,"4,536",53.9
530,Khin Maung Thein,Myanmar,Stub,ASIA,"4,536",53.9
531,Kyaw Swa Khaing,Myanmar,Stub,ASIA,"4,536",53.9
532,Khin San Hlaing,Myanmar,Stub,ASIA,"4,536",53.9
533,Tin Hlaing,Myanmar,Stub,ASIA,"4,536",53.9
534,Thein Swe,Myanmar,Stub,ASIA,"4,536",53.9
535,Mohammad Temim,Morocco,Stub,AFRICA,"1,284",35.2
536,Teodor Szybiłło,Poland,Stub,EUROPE,746,38.4
537,Prapat Panyachatraksa,Thailand,Stub,ASIA,"4,536",66.2
538,Suwat Liptapanlop,Thailand,C,ASIA,"4,536",66.2
539,Sutham Sangprathum,Thailand,Stub,ASIA,"4,536",66.2
540,Virachai Virameteekul,Thailand,Start,ASIA,"4,536",66.2
541,Theera Wongsamut,Thailand,Start,ASIA,"4,536",66.2
542,Kraisak Choonhavan,Thailand,Start,ASIA,"4,536",66.2
543,Chob Yodkaew,Thailand,Stub,ASIA,"4,536",66.2
544,Mönkhchuluuny Zorigt,Mongolia,Stub,ASIA,"4,536",3.2
545,Nyamjavyn Batbayar,Mongolia,Stub,ASIA,"4,536",3.2
546,Fritz Hofmann (politician),Switzerland,Stub,EUROPE,746,8.5
548,Andriy Veselovsky,Ukraine,Start,EUROPE,746,42.3
549,Ivan Maistrenko,Ukraine,Stub,EUROPE,746,42.3
550,Yury Lutovinov,Russia,Start,EUROPE,746,147.3
551,Ihor Kharchenko,Ukraine,Start,EUROPE,746,42.3
552,Mykola Hrabar,Ukraine,Stub,EUROPE,746,42.3
553,Emil Byk,Austria,Stub,EUROPE,746,8.8
554,Ihor Dushyn,Ukraine,Stub,EUROPE,746,42.3
555,Victor Său,Moldova,Stub,EUROPE,746,3.5
556,Vasiliy Pokotilo,Russia,Stub,EUROPE,746,147.3
557,Iuliana Gorea-Costin,Moldova,Start,EUROPE,746,3.5
558,Alexandru Codreanu,Moldova,Stub,EUROPE,746,3.5
559,Paweł Adamowicz,Poland,Stub,EUROPE,746,38.4
560,Ioan Străjescu,Romania,Stub,EUROPE,746,19.5
561,Alexandru Cantacuzino,Romania,Stub,EUROPE,746,19.5
562,Eugen Bejinariu,Romania,Stub,EUROPE,746,19.5
563,Juliusz Leo,Poland,Stub,EUROPE,746,38.4
564,Leo Goldhammer,Israel,Start,ASIA,"4,536",8.5
565,Ivan Tkachenko (politician),Moldova,Stub,EUROPE,746,3.5
566,Yevsey Gindes,Azerbaijan,Start,ASIA,"4,536",9.9
567,Pavel Parasca,Moldova,Start,EUROPE,746,3.5
568,Albin Dunajewski,Poland,Stub,EUROPE,746,38.4
569,Sospeter Machage,Kenya,Start,AFRICA,"1,284",51
570,Franciszek Bajorek,Poland,Start,EUROPE,746,38.4
571,Mohamed Charfi,Tunisia,Stub,AFRICA,"1,284",11.6
572,Don Ferguson (South Australian politician),Australia,Stub,OCEANIA,41,24.1
573,Keith Plunkett,Australia,Stub,OCEANIA,41,24.1
574,Kym Mayes,Australia,Stub,OCEANIA,41,24.1
575,Max Brown (politician),Australia,Stub,OCEANIA,41,24.1
576,Wyllys–Haynes family,United States,Start,NORTHERN AMERICA,365,328
577,Viktor Anpilov,Russia,Stub,EUROPE,746,147.3
578,Derek Nally,Ireland,Stub,EUROPE,746,4.9
579,Fiqirete Shehu,Albania,Stub,EUROPE,746,2.9
580,Fan Chuo (Tang dynasty),China,Start,ASIA,"4,536","1,393.8"
581,Óscar Moncada,Nicaragua,Stub,LATIN AMERICA AND THE CARIBBEAN,649,6.3
583,Yahya Al-Mutawakel,Yemen,Stub,ASIA,"4,536",28.9
584,Óscar González (politician),Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
585,Rosebud Kurwijila,Tanzania,Stub,AFRICA,"1,284",59.1
586,Constantin Angelescu,Romania,Stub,EUROPE,746,19.5
587,Ivan Marazov,Bulgaria,Stub,EUROPE,746,7
588,William Henry Dillon Bell,New Zealand,Stub,OCEANIA,41,4.9
589,Ibrahim Ismail (politician),Maldives,C,ASIA,"4,536",0.4
590,Choudry Mohammad Sadiq,Pakistan,Stub,ASIA,"4,536",200.6
591,William Lundström,Finland,Stub,EUROPE,746,5.5
592,Ivon Wardle,Australia,Stub,OCEANIA,41,24.1
593,Alexandre-François Vivien,France,C,EUROPE,746,65.1
594,Andrea Törnestam,Sweden,Stub,EUROPE,746,10.2
595,Natisio Loluke,South Sudan,Stub,AFRICA,"1,284",13
596,Teker Riek Dong,South Sudan,Stub,AFRICA,"1,284",13
597,Sydney Innes-Noad,Australia,Stub,OCEANIA,41,24.1
598,Joseph Beeston,Australia,Stub,OCEANIA,41,24.1
599,John Hall (New South Wales politician),Australia,Stub,OCEANIA,41,24.1
601,Jacek Majchrowski,Poland,Start,EUROPE,746,38.4
602,Antão Martins Homem,Portugal,Start,EUROPE,746,10.3
603,Charles Chaumet,France,Stub,EUROPE,746,65.1
604,Albert Roussin,France,Stub,EUROPE,746,65.1
605,Léon Martin Fourichon,France,Stub,EUROPE,746,65.1
606,Louis Raymond de Montaignac de Chauvance,France,Stub,EUROPE,746,65.1
607,Fritz Heckert,Germany,Stub,EUROPE,746,82.8
608,Grand Empress Dowager Shangguan,China,C,ASIA,"4,536","1,393.8"
609,Zaharije Trnavčević,Serbia,Stub,EUROPE,746,7
610,Mohamed Kamel Leilah,Egypt,Stub,AFRICA,"1,284",97
611,Aleksandr Zolotarev,Ukraine,Start,EUROPE,746,42.3
612,Timothy Ting,Taiwan,Start,ASIA,"4,536",23.6
613,Moinuddin Ahmed Chowdhury,Bangladesh,C,ASIA,"4,536",166.4
614,Dewan Farid Gazi,Bangladesh,Stub,ASIA,"4,536",166.4
616,Léon de la Fontaine,Luxembourg,Start,EUROPE,746,0.6
617,Mārtiņš Antons,Latvia,Stub,EUROPE,746,1.9
618,Aigars Prūsis,Latvia,Stub,EUROPE,746,1.9
619,Kumar Lingden,Nepal,Stub,ASIA,"4,536",29.7
620,Samuel R. Spencer,United States,Stub,NORTHERN AMERICA,365,328
621,Winston Jessurun,Suriname,Start,LATIN AMERICA AND THE CARIBBEAN,649,0.6
622,Nikolay Goloded,Belarus,Stub,EUROPE,746,9.5
623,Alfred Edwin Winter,Australia,Stub,OCEANIA,41,24.1
624,Minkailu Bah,Sierra Leone,Stub,AFRICA,"1,284",7.7
626,Raimundo Colombo,Brazil,Stub,LATIN AMERICA AND THE CARIBBEAN,649,209.4
627,Khaled Dawoud,Egypt,Stub,AFRICA,"1,284",97
628,Edgar V. Saks,Estonia,Start,EUROPE,746,1.3
629,Samuel Yaw Adusei,Ghana,Stub,AFRICA,"1,284",29.5
630,List of Nigerien politicians,Niger,Stub,AFRICA,"1,284",22.2
631,Zhao Xinchu,China,Stub,ASIA,"4,536","1,393.8"
632,Manuel Pérez (President of Nicaragua),Nicaragua,Stub,LATIN AMERICA AND THE CARIBBEAN,649,6.3
633,Tomas Bertelman,Sweden,Stub,EUROPE,746,10.2
634,U Thaung (politician),Myanmar,Stub,ASIA,"4,536",53.9
635,Chan Nyein,Myanmar,Stub,ASIA,"4,536",53.9
636,Barry Diawadou,Guinea,Stub,AFRICA,"1,284",11.9
637,Antonio Mucci,Argentina,Stub,LATIN AMERICA AND THE CARIBBEAN,649,44.5
638,Bengt Jönsson (Oxenstierna),Sweden,Stub,EUROPE,746,10.2
639,Jacob Magnus Sprengtporten,Finland,Start,EUROPE,746,5.5
640,Johan Oxenstierna,Sweden,Start,EUROPE,746,10.2
641,Hikmat Mizban Ibrahim al-Azzawi,Iraq,Start,ASIA,"4,536",40.2
642,Axel Lille,Finland,Stub,EUROPE,746,5.5
643,Nils Jönsson (Oxenstierna),Sweden,Start,EUROPE,746,10.2
644,Mikhail Aleksandrovich Stakhovich,Russia,Stub,EUROPE,746,147.3
645,Bo Holmberg,Sweden,Stub,EUROPE,746,10.2
646,Lauri Kaijalainen,Finland,Stub,EUROPE,746,5.5
647,Hubert Gorbach,Austria,Stub,EUROPE,746,8.8
648,Sergei Ivanovich Tiulpanov,Russia,Stub,EUROPE,746,147.3
649,Veit Ludwig von Seckendorff,Germany,Start,EUROPE,746,82.8
650,Giovanni Lonfernini,San Marino,Stub,EUROPE,746,0.03
651,Mats Svegfors,Sweden,Stub,EUROPE,746,10.2
652,Lamine Sidimé,Guinea,Stub,AFRICA,"1,284",11.9
653,Daniel Williams (governor-general),Grenada,Start,LATIN AMERICA AND THE CARIBBEAN,649,0.1
654,Nemesi Marqués Oste,Spain,Stub,EUROPE,746,46.7
655,Guillermo Lora,Bolivia,Stub,LATIN AMERICA AND THE CARIBBEAN,649,11.3
657,Ahmed al-Barak,Iraq,Stub,ASIA,"4,536",40.2
658,Wael Abdul Latif,Iraq,Stub,ASIA,"4,536",40.2
659,Dara Nur al-Din,Iraq,Stub,ASIA,"4,536",40.2
660,Mufid Mohammad Jawad al-Jazairi,Iraq,Stub,ASIA,"4,536",40.2
661,Nuri Badran,Iraq,Stub,ASIA,"4,536",40.2
662,Abdel Amir Abbud Rahima,Iraq,Stub,ASIA,"4,536",40.2
663,Ali Faik al-Ghadban,Iraq,Stub,ASIA,"4,536",40.2
664,Khodayyir Abbas,Iraq,Stub,ASIA,"4,536",40.2
665,Hashim Abderrahman al-Shibli,Iraq,Start,ASIA,"4,536",40.2
666,Rashad Mandan Omar,Iraq,Stub,ASIA,"4,536",40.2
667,Sami Azara al-Majun,Iraq,Stub,ASIA,"4,536",40.2
668,Kamel al-Kilani,Iraq,Stub,ASIA,"4,536",40.2
669,Mohammad Jassem Khodayyir,Iraq,Stub,ASIA,"4,536",40.2
670,Carlos Durán Cartín,Costa Rica,Stub,LATIN AMERICA AND THE CARIBBEAN,649,5
671,Aniceto Esquivel Sáenz,Costa Rica,Stub,LATIN AMERICA AND THE CARIBBEAN,649,5
672,Tommy Funebo,Sweden,Stub,EUROPE,746,10.2
673,Garrett D. Kinney,United States,Stub,NORTHERN AMERICA,365,328
674,Manuel Isidoro Belzu,Bolivia,C,LATIN AMERICA AND THE CARIBBEAN,649,11.3
676,Juan José de Amézaga,Uruguay,Start,LATIN AMERICA AND THE CARIBBEAN,649,3.5
677,Francisco Javier Zaldúa,Colombia,C,LATIN AMERICA AND THE CARIBBEAN,649,49.8
678,John Willard (Australian politician),United Kingdom,Stub,EUROPE,746,66.4
680,"Charles Louis Bernard de Cléron, comte d'Haussonville",France,Stub,EUROPE,746,65.1
681,Philippe Massoni,France,Stub,EUROPE,746,65.1
682,David John Rankin,Canada,Stub,NORTHERN AMERICA,365,37.2
683,Aleksander Arendt,Poland,Stub,EUROPE,746,38.4
684,Bernard Szczęsny,Poland,Stub,EUROPE,746,38.4
685,Szczepan Lewna,Poland,Stub,EUROPE,746,38.4
686,Miguel Cárdenas,Mexico,Stub,LATIN AMERICA AND THE CARIBBEAN,649,130.8
687,Mohamed Lemine Ch'bih Ould Cheikh Melainine,Mauritania,C,AFRICA,"1,284",4.5
688,Gun Carlson,Finland,Stub,EUROPE,746,5.5
689,Roger Jansson,Finland,Stub,EUROPE,746,5.5
690,Muhammad Said al-Attar,Yemen,Stub,ASIA,"4,536",28.9
691,Hassan Muhammad Makki,Yemen,Stub,ASIA,"4,536",28.9
692,Kadhi Abdullah al-Hagri,Yemen,Stub,ASIA,"4,536",28.9
693,Alan Huckle,United Kingdom,Stub,EUROPE,746,66.4
694,Sergei Zubatov,Russia,Start,EUROPE,746,147.3
695,Olof Erland,Finland,Stub,EUROPE,746,5.5
696,Sune Eriksson,Finland,Stub,EUROPE,746,5.5
697,Fredrik Gyllenborg,Sweden,Stub,EUROPE,746,10.2
698,Bruno Erhard Abegg,Germany,Stub,EUROPE,746,82.8
699,Daniel Constantin (administrator),France,Stub,EUROPE,746,65.1
700,Gert Rudolph,South Africa,Start,AFRICA,"1,284",57.7
701,Anton von Winzor,Austria,Stub,EUROPE,746,8.8
702,Francisco Lopes,Portugal,Stub,EUROPE,746,10.3
703,Alberto Oreamuno Flores,Costa Rica,Stub,LATIN AMERICA AND THE CARIBBEAN,649,5
704,Zhang Anshi,China,Stub,ASIA,"4,536","1,393.8"
705,Jacques Claude Beugnot,France,Start,EUROPE,746,65.1
707,Nzo Ekangaki,Cameroon,Start,AFRICA,"1,284",25.6
708,Theodor Ab Yberg,Switzerland,Start,EUROPE,746,8.5
710,Manuel Montt,Chile,Start,LATIN AMERICA AND THE CARIBBEAN,649,18.6
711,José Antonio Mora,Uruguay,Stub,LATIN AMERICA AND THE CARIBBEAN,649,3.5
712,Faizanullah Faizan,Afghanistan,Stub,ASIA,"4,536",36.5
713,Francisco Romão,Angola,Stub,AFRICA,"1,284",30.4
714,Ohannes Tchekidjian,Armenia,Start,ASIA,"4,536",3
715,Lagitupu Tuilimu,Tuvalu,Start,OCEANIA,41,0.01
716,Hans von Dellingshausen,Sweden,Stub,EUROPE,746,10.2
717,Cyryl Ratajski,Poland,Stub,EUROPE,746,38.4
718,Dragan Mikerević,Bosnia-Herzegovina,Stub,EUROPE,746,3.5
719,Émile Deschanel,France,Stub,EUROPE,746,65.1
720,Ragnar Arnalds,Iceland,Stub,EUROPE,746,0.4
721,Sigurður Kári Kristjánsson,Iceland,Stub,EUROPE,746,0.4
722,Guðjón Arnar Kristjánsson,Iceland,Stub,EUROPE,746,0.4
723,Magnús Þór Hafsteinsson,Iceland,Stub,EUROPE,746,0.4
724,Lars Herman Gyllenhaal,Sweden,Stub,EUROPE,746,10.2
725,Gregory Fortuin,New Zealand,Stub,OCEANIA,41,4.9
726,Rogatien Biaou,Benin,Stub,AFRICA,"1,284",11.5
727,Charles Saunders (administrator),South Africa,Start,AFRICA,"1,284",57.7
729,Zheng Chenggong,China,Stub,ASIA,"4,536","1,393.8"
730,Manuel Guillermo Pinto,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
731,Mohlabi Tsekoa,Lesotho,Start,AFRICA,"1,284",2.3
732,Jorge de Melo,Portugal,Stub,EUROPE,746,10.3
733,Giuseppe Arzilli,San Marino,Stub,EUROPE,746,0.03
734,Roberto Raschi,San Marino,Stub,EUROPE,746,0.03
735,Huo Guang,China,C,ASIA,"4,536","1,393.8"
738,Ernest Ako,Ghana,Stub,AFRICA,"1,284",29.5
739,Fritz Theilen,Germany,Stub,EUROPE,746,82.8
740,Juho Niukkanen,Finland,Stub,EUROPE,746,5.5
741,Alexander Creighton Arthur,New Zealand,Stub,OCEANIA,41,4.9
742,Abebe Aregai,Ethiopia,C,AFRICA,"1,284",107.5
743,Andriy Chornovil,Ukraine,Stub,EUROPE,746,42.3
744,Max Binder,Switzerland,Stub,EUROPE,746,8.5
745,Khin Htay Kywe,Myanmar,Stub,ASIA,"4,536",53.9
746,Myint Aung (MP),Myanmar,Stub,ASIA,"4,536",53.9
747,Paul-Marie Yembit,Gabon,Stub,AFRICA,"1,284",2.1
748,Jacques Germeaux,Belgium,Stub,EUROPE,746,11.4
749,Anthony Daly (Whiteboy),Ireland,Stub,EUROPE,746,4.9
750,Santos Acosta,Colombia,Start,LATIN AMERICA AND THE CARIBBEAN,649,49.8
751,Constantin Dăscălescu,Romania,Stub,EUROPE,746,19.5
752,Gheorghe Pop de Băsești,Romania,Stub,EUROPE,746,19.5
753,Henry Ajomale,Nigeria,Stub,AFRICA,"1,284",195.9
754,Robert Melville Smith,Canada,Stub,NORTHERN AMERICA,365,37.2
755,Kolapo Ishola,Nigeria,Start,AFRICA,"1,284",195.9
756,Batarah Shah Tengah,Philippines,C,ASIA,"4,536",107
757,Sita Subedi,Nepal,Stub,ASIA,"4,536",29.7
759,Víctor Olea Alegría,Chile,Stub,LATIN AMERICA AND THE CARIBBEAN,649,18.6
760,Kazimierz Krasiński,Poland,Stub,EUROPE,746,38.4
761,Théophile Aube,France,Stub,EUROPE,746,65.1
762,Jean Marie Antoine de Lanessan,France,Start,EUROPE,746,65.1
763,Stanisław Antoni Szczuka,Poland,Start,EUROPE,746,38.4
764,Karol Marcinkowski,Poland,Stub,EUROPE,746,38.4
765,Louis-Lucien Klotz,France,Start,EUROPE,746,65.1
766,Mirosław Dzielski,Poland,Stub,EUROPE,746,38.4
767,Peter Tatár,Slovakia,Stub,EUROPE,746,5.4
768,Ali al-Haidari,Iraq,Stub,ASIA,"4,536",40.2
769,Myra Freeman,Canada,Start,NORTHERN AMERICA,365,37.2
770,Ewaryst Estkowski,Poland,Stub,EUROPE,746,38.4
771,Tytus Działyński,Poland,Start,EUROPE,746,38.4
772,Maksymilian Jackowski,Poland,Stub,EUROPE,746,38.4
773,Antoni Kraszewski,Poland,Stub,EUROPE,746,38.4
774,Ferdinand von Hansemann,Germany,Stub,EUROPE,746,82.8
775,Ludwik Mycielski,Poland,Stub,EUROPE,746,38.4
776,Andrzej Niegolewski,Poland,Stub,EUROPE,746,38.4
777,Władysław Niegolewski,Poland,Stub,EUROPE,746,38.4
778,Gustaw Potworowski,Poland,Stub,EUROPE,746,38.4
779,Piotr Wawrzyniak,Poland,Stub,EUROPE,746,38.4
780,Aniela Tułodziecka,Poland,Stub,EUROPE,746,38.4
781,Heinrich von Tiedemann,Germany,Stub,EUROPE,746,82.8
782,Roman Szymański,Poland,Stub,EUROPE,746,38.4
783,Florian Stablewski,Poland,Stub,EUROPE,746,38.4
784,Walenty Stefański,Poland,Stub,EUROPE,746,38.4
785,Karol Rzepecki,Poland,Stub,EUROPE,746,38.4
786,Edward Raczyński (1786–1845),Poland,Stub,EUROPE,746,38.4
787,Luis Eduardo Garzón,Colombia,Start,LATIN AMERICA AND THE CARIBBEAN,649,49.8
788,Lasse Wiklöf,Finland,Stub,EUROPE,746,5.5
789,Mōri Gorō,Japan,Stub,ASIA,"4,536",126.5
790,Magomed Omarov (politician),Russia,Start,EUROPE,746,147.3
791,Danilo Baroni,Argentina,Stub,LATIN AMERICA AND THE CARIBBEAN,649,44.5
792,Abdul Razak al-Hashimi,Iraq,Stub,ASIA,"4,536",40.2
793,Mario Monje,Bolivia,Stub,LATIN AMERICA AND THE CARIBBEAN,649,11.3
795,Sam Brown (Rastafari),Jamaica,Start,LATIN AMERICA AND THE CARIBBEAN,649,2.9
796,Nehro Mohammed,Iraq,Stub,ASIA,"4,536",40.2
797,Zhou Jiannan,China,Stub,ASIA,"4,536","1,393.8"
798,Sten Wahlund,Sweden,Stub,EUROPE,746,10.2
799,Philip O. Emafo,Nigeria,Stub,AFRICA,"1,284",195.9
800,Árni Sigfússon,Iceland,Stub,EUROPE,746,0.4
801,Pierre Mazeaud,France,Start,EUROPE,746,65.1
802,Amangeldy Muraliyev,Kyrgyzstan,Stub,ASIA,"4,536",6.1
803,Thomas Nimely,Liberia,Stub,AFRICA,"1,284",4.9
805,Karl Zell,Germany,Start,EUROPE,746,82.8
806,Pierre Muller,Switzerland,Stub,EUROPE,746,8.5
807,Jules Develle,France,Stub,EUROPE,746,65.1
808,Ferenc Münnich,Hungary,Start,EUROPE,746,9.8
809,Antal Dovcsák,Hungary,Stub,EUROPE,746,9.8
810,Irina Krohn,Finland,Stub,EUROPE,746,5.5
811,Oscar Alende,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
812,"Pedro de Alcántara Álvarez de Toledo, 13th Marquis of Villafranca",Spain,Stub,EUROPE,746,46.7
813,Uriel Yitzhaki,Israel,Stub,ASIA,"4,536",8.5
